week,total_sequences,Alpha,Beta,Gamma,Delta,Kappa,Eta,Iota,21G (Lambda),21H,20B/S:732A,20A/S:126A,20E (EU1),Epsilon,20A/S:439K,S:677P.Pelican,20A.EU2,20A/S:98F,20C/S:80Y,20B/S:626S,20B/S:1122L,country,eow_dt,S:677H.Robin1
2020-04-27,4753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,2020-05-03,
2020-05-11,2767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,2020-05-17,
2020-05-25,1761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,2020-05-31,
2020-06-08,4715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,2020-06-14,
2020-06-22,2285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087527352297593,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,2020-06-28,
2020-07-06,1088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09191176470588235,0.0,1.1948529411764706,0.0,0.0,0.0,0.0,0.0,0.09191176470588235,United Kingdom,2020-07-12,
2020-07-20,1190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.100840336134454,0.0,0.6722689075630253,0.0,0.0,0.0,0.33613445378151263,0.25210084033613445,0.0,United Kingdom,2020-07-26,
2020-08-03,2357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.915570640644887,0.0,1.4849384811200679,0.0,0.7636826474331778,0.6364022061943148,0.975816716164616,0.7212558336868901,0.0,United Kingdom,2020-08-09,
2020-08-17,4144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.138996138996138,0.0,6.611969111969112,0.0,4.440154440154441,2.413127413127413,2.5337837837837838,1.1583011583011582,0.16891891891891891,United Kingdom,2020-08-23,
2020-08-31,5666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.89798799858807,0.0,3.653370984821744,0.0,3.6357218496293684,1.5884221673138015,1.0412989763501588,0.5118249205788916,0.0,United Kingdom,2020-09-06,
2020-09-14,9715,0.030880082346886256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.474523932063825,0.0,4.251158003088008,0.0,2.305712815234174,0.8646423057128153,0.33968090581574883,0.14410705095213588,0.030880082346886256,United Kingdom,2020-09-20,
2020-09-28,11550,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.25108225108225,0.0,3.722943722943723,0.0,2.9783549783549783,0.8744588744588744,0.2683982683982684,0.1038961038961039,0.017316017316017316,United Kingdom,2020-10-04,
2020-10-12,16141,0.22922991140573692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.94275447617868,0.0,3.4260578650641222,0.0,2.818908369989468,0.588563286041757,0.06814943312062449,0.1672758812960783,0.024781612043863453,United Kingdom,2020-10-18,
2020-10-26,17861,1.9595767314260122,0.0,0.0,0.005598790661217177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.038687643469,0.0,3.006550585073624,0.0,2.413078774984603,0.45350204355859136,0.039191534628520236,0.06718548793460613,0.016796371983651533,United Kingdom,2020-11-01,
2020-11-09,17960,7.800668151447661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.97884187082406,0.0,2.4443207126948776,0.0,2.5556792873051224,0.5456570155902005,0.027839643652561245,0.06681514476614699,0.005567928730512249,United Kingdom,2020-11-15,
2020-11-23,8404,12.494050452165634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.38315088053308,0.0,1.7491670633031888,0.0,1.332698714897668,0.48786292241789625,0.03569728700618753,0.011899095668729176,0.0,United Kingdom,2020-11-29,
2020-12-07,21392,40.272064323111444,0.07946896035901271,0.0,0.0,0.0,0.009349289454001496,0.0,0.0,0.0,0.009349289454001496,0.0,49.813014210919974,0.009349289454001496,1.5052356020942408,0.0,1.0050486163051608,0.19166043380703068,0.004674644727000748,0.004674644727000748,0.0,United Kingdom,2020-12-13,
2020-12-21,18236,63.604957227462165,0.25773195876288657,0.0,0.005483658697082694,0.0,0.005483658697082694,0.0,0.0,0.0,0.0,0.0,30.543978942750606,0.0,0.9980258828690503,0.0,0.5373985523141039,0.0987058565474885,0.005483658697082694,0.0,0.0,United Kingdom,2020-12-27,
2020-12-28,12150,75.49794238683127,0.205761316872428,0.0,0.0,0.0,0.0411522633744856,0.0,0.0,0.0,0.00823045267489712,0.0,20.88065843621399,0.02469135802469136,0.39506172839506176,0.0,0.3703703703703704,0.13991769547325103,0.0,0.0,0.0,United Kingdom,2021-01-03,
2021-01-11,30111,83.3648832652519,0.23911527348809405,0.0,0.0,0.0,0.07306300023247318,0.0066420909302248345,0.0,0.0,0.013284181860449669,0.0,14.260569227192722,0.0033210454651124172,0.24243631895320647,0.0,0.0963103184882601,0.04981568197668626,0.0,0.019926272790674503,0.0,United Kingdom,2021-01-17,
2021-01-25,32865,91.97018104366347,0.13388102844971855,0.006085501293169025,0.0,0.0,0.0973680206907044,0.0030427506465845124,0.0,0.0,0.006085501293169025,0.0,6.68188041989959,0.01217100258633805,0.10345352198387343,0.0,0.06389776357827476,0.009128251939753538,0.0,0.0030427506465845124,0.0,United Kingdom,2021-01-31,
2021-02-08,32733,95.96126233464699,0.15275104634466746,0.012220083707573397,0.015275104634466746,0.0,0.11914581614884062,0.0,0.0,0.0,0.0,0.0,3.113066324504323,0.0030550209268933493,0.06415543946476034,0.0,0.030550209268933492,0.018330125561360096,0.0,0.0,0.0,United Kingdom,2021-02-14,
2021-02-22,30180,97.23326706428098,0.20212060967528164,0.023194168323392977,0.0033134526176275677,0.039761431411530816,0.32803180914512925,0.0033134526176275677,0.0066269052352551355,0.0,0.009940357852882704,0.013253810470510271,1.159708416169649,0.009940357852882704,0.05632869449966866,0.0,0.013253810470510271,0.009940357852882704,0.0,0.0,0.0,United Kingdom,2021-02-28,
2021-03-08,35187,97.97368346264246,0.3097734958933697,0.05399721488049564,0.005683917355841646,0.08810071901554552,0.2643021570466365,0.025577628101287407,0.0,0.0,0.002841958677920823,0.014209793389604115,0.49165885128030234,0.014209793389604115,0.025577628101287407,0.0,0.017051752067524937,0.005683917355841646,0.0,0.0,0.0,United Kingdom,2021-03-14,
2021-03-22,29253,98.39674563292654,0.43414350664889073,0.04785833931562575,0.0922982258229925,0.17434109322120808,0.16750418760469013,0.003418452808258982,0.003418452808258982,0.0,0.003418452808258982,0.003418452808258982,0.1367381123303593,0.006836905616517964,0.0,0.0,0.006836905616517964,0.0,0.0,0.0,0.0,United Kingdom,2021-03-28,
2021-04-05,15685,95.48613324832642,0.7650621613006057,0.22951864839018168,1.5173732865795346,0.7586866432897673,0.20401657634682818,0.01912655403251514,0.0,0.0,0.025502072043353523,0.006375518010838381,0.08925725215173733,0.0,0.012751036021676761,0.006375518010838381,0.0,0.0,0.0,0.0,0.0,United Kingdom,2021-04-11,
2021-04-19,14186,87.54405752150008,0.7683631749612294,0.28196813760045114,9.09347243761455,1.015085295361624,0.2890173410404624,0.028196813760045118,0.0,0.0,0.0,0.0070492034400112796,0.11278725504018047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,2021-04-25,
2021-05-03,14304,64.02404921700223,0.42645413870246085,0.18176733780760626,33.689876957494405,0.22371364653243847,0.20973154362416108,0.0,0.013982102908277404,0.0,0.0,0.02796420581655481,0.06291946308724831,0.006991051454138702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,2021-05-09,
2021-05-17,23787,25.94274183377475,0.10930340101736243,0.0882835162063312,73.29633833606592,0.1261193088661874,0.021019884811031234,0.0,0.0,0.004203976962206247,0.0,0.008407953924412494,0.01261193088661874,0.0,0.0,0.0,0.0,0.004203976962206247,0.0,0.0,0.0,United Kingdom,2021-05-23,
2021-05-31,37174,9.22956905363964,0.07263140904933556,0.04035078280518642,90.42879431860979,0.005380104374024856,0.002690052187012428,0.0,0.002690052187012428,0.002690052187012428,0.0,0.0,0.002690052187012428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,2021-06-06,
2021-06-14,43096,1.6428438834230557,0.013922405791720811,0.009281603861147207,98.14135882680527,0.0,0.0023204009652868017,0.0,0.0023204009652868017,0.009281603861147207,0.0,0.0,0.0023204009652868017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,2021-06-20,
2021-06-28,54287,0.5507764289793137,0.0,0.0055261849061469595,99.38843553705307,0.0018420616353823198,0.0036841232707646395,0.0,0.0018420616353823198,0.02026267798920552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,2021-07-04,
2021-07-12,45634,0.10080203357145988,0.008765394223605207,0.006574045667703904,99.8334575097515,0.0,0.004382697111802603,0.0,0.0,0.030678879782618223,0.0,0.0,0.0021913485559013016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,2021-07-18,
2021-07-26,15021,0.03328673190866121,0.013314692763464482,0.013314692763464482,99.90013980427402,0.0,0.006657346381732241,0.0,0.0,0.013314692763464482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,2021-08-01,
2020-04-27,5045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,United States,2020-05-03,0.0
2020-05-11,4191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,United States,2020-05-17,0.0
2020-05-25,3685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,United States,2020-05-31,0.0
2020-06-08,5765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,United States,2020-06-14,0.0
2020-06-22,7693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,United States,2020-06-28,0.0
2020-07-06,6272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,United States,2020-07-12,0.0
2020-07-20,4325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023121387283236993,0.0,0.0,,,,United States,2020-07-26,0.0
2020-08-03,5248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019054878048780487,0.0,0.0,0.0,0.0,,,,United States,2020-08-09,0.019054878048780487
2020-08-17,3966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07564296520423601,0.02521432173474534,0.0,0.0,0.0,0.0,,,,United States,2020-08-23,0.32778618255168934
2020-08-31,3662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1638448935008192,0.0,0.0,0.027307482250136534,0.0,,,,United States,2020-09-06,0.5734571272528673
2020-09-14,3920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07653061224489796,0.2295918367346939,0.025510204081632654,0.0,0.0,0.0,,,,United States,2020-09-20,1.607142857142857
2020-09-28,3725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026845637583892613,0.2147651006711409,0.026845637583892613,0.0,0.026845637583892613,0.0,,,,United States,2020-10-04,0.8590604026845636
2020-10-12,5248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038109756097560975,0.3239329268292683,0.038109756097560975,0.11432926829268292,0.019054878048780487,0.019054878048780487,,,,United States,2020-10-18,0.9908536585365854
2020-10-26,10653,0.04693513564254201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028161081385525203,0.0,0.028161081385525203,0.5819956819675209,0.009387027128508401,0.3285459494977941,0.018774054257016802,0.0,,,,United States,2020-11-01,1.2954097437341594
2020-11-09,12444,0.040180006428801034,0.0,0.0,0.0,0.0,0.0,0.008036001285760205,0.0,0.0,0.024108003857280617,0.0,0.08036001285760207,1.1491481838637094,0.01607200257152041,0.4259080681452909,0.03214400514304082,0.0,,,,United States,2020-11-15,1.3018322082931533
2020-11-23,10937,0.045716375605741974,0.0,0.0,0.0,0.0,0.0,0.06400292584803877,0.0,0.0,0.07314620096918717,0.0,0.05485965072689037,2.9989942397366733,0.009143275121148396,0.74060528481302,0.009143275121148396,0.009143275121148396,,,,United States,2020-11-29,1.4720672945048916
2020-12-07,13153,0.11404242378164678,0.0,0.0,0.007602828252109785,0.0,0.0,0.12164525203375656,0.0,0.0,0.11404242378164678,0.0,0.16726222154641526,5.884589067132973,0.10643959552953698,2.258039990876606,0.038014141260548924,0.0,,,,United States,2020-12-13,1.6878278719683721
2020-12-21,19419,0.7930377465368967,0.010299191513466192,0.0,0.0,0.0,0.005149595756733096,0.3450229157011174,0.0,0.0,0.35017251145785055,0.0,0.17508625572892528,8.939698233688656,0.061795149080797154,1.6633194294247902,0.010299191513466192,0.015448787270199289,,,,United States,2020-12-27,2.451207580204954
2020-12-28,16186,1.142963054491536,0.02471271469170888,0.00617817867292722,0.01853453601878166,0.0,0.01853453601878166,0.48189793648832324,0.0,0.0,0.7908068701346842,0.0,0.13591993080439888,14.395156307920425,0.06178178672927221,1.8287408871864574,0.02471271469170888,0.0,,,,United States,2021-01-03,2.483627826516743
2021-01-11,34068,1.8228249383585768,0.029353058588704944,0.023482446870963954,0.0,0.0,0.049900199600798396,0.6487025948103792,0.0029353058588704943,0.0,1.7964071856287425,0.0,0.12621815193143124,19.158741340847715,0.038158976165316424,1.8081484090642246,0.05283550545966889,0.008805917576611482,,,,United States,2021-01-17,1.9255606434190442
2021-01-25,32248,4.744480277846688,0.11783676507070207,0.015504837509302904,0.0,0.0,0.08372612255023568,2.1520714462912425,0.024807740014884644,0.0,2.4373604564624163,0.0,0.1581493425948896,24.83874968990325,0.021706772513024063,1.6962292235177374,0.018605805011163483,0.006201935003721161,,,,United States,2021-01-31,1.8450756636070456
2021-02-08,33120,10.01509661835749,0.20229468599033815,0.06642512077294686,0.006038647342995169,0.0,0.06038647342995169,3.5446859903381647,0.0392512077294686,0.0,3.0766908212560384,0.0,0.06642512077294686,22.113526570048307,0.0030193236714975845,1.6757246376811596,0.024154589371980676,0.0030193236714975845,,,,United States,2021-02-14,2.185990338164251
2021-02-22,36436,21.418377428916457,0.38149083324184874,0.3513009111867384,0.0027445383686463937,0.0054890767372927874,0.2799429136019322,5.3353825886485895,0.05489076737292787,0.0,4.050938632122078,0.0,0.0439126138983423,19.598748490503898,0.0027445383686463937,1.8772642441541334,0.0054890767372927874,0.0,,,,United States,2021-02-28,2.003513009111867
2021-03-08,47919,35.808343245894115,0.5404954193534923,1.0997725328157932,0.00834741960391494,0.037563388217617226,0.3443310586614913,8.405851541142344,0.11477701955383043,0.00417370980195747,3.960850602057639,0.0,0.020868549009787348,16.28164193743609,0.010434274504893674,0.9077818819257497,0.0,0.00417370980195747,,,,United States,2021-03-14,1.314718587616603
2021-03-22,62965,51.73032637179386,0.6686254268244263,3.052489478281585,0.05082188517430319,0.06193917255618201,0.37481140316048595,11.6540935440324,0.14134836814103074,0.015881839116969745,3.6655284681966176,0.0015881839116969746,0.007940919558484872,10.37719367902803,0.003176367823393949,0.3652822996903041,0.0,0.003176367823393949,,,,United States,2021-03-28,0.6384499325021837
2021-04-05,73965,61.40607043872102,0.7070911917798959,5.495842628270128,0.3014939498411411,0.15277496113026431,0.3555735820996417,11.317515040897721,0.18522274048536472,0.039207733387412964,2.645846008247144,0.009463935645237611,0.002703981612925032,6.273237341986075,0.001351990806462516,0.1946866761306023,0.001351990806462516,0.004055972419387549,,,,United States,2021-04-11,0.27986209693774083
2021-04-19,62238,66.01915228638453,0.6684019409364054,8.036890645586297,1.200231369902632,0.14299945370995212,0.3422346476429191,10.259005752112857,0.23940357980654906,0.06587615283267458,1.839712073010058,0.012853883479546259,0.0032134708698865646,3.88187281082297,0.0016067354349432823,0.09640412609659693,0.008033677174716411,0.0,,,,United States,2021-04-25,0.08837044892188052
2021-05-03,45884,67.52026850318194,0.6385668206782321,9.870543108708919,2.3777351582250894,0.06538226832882922,0.23537616598378522,8.767762182895998,0.24409380176096243,0.13294394560195275,1.4144364048470055,0.004358817888588615,0.0,2.482346787551216,0.0,0.04140876994159184,0.013076453665765845,0.0,,,,United States,2021-05-09,0.039229360997297534
2021-05-17,24835,63.974229917455204,0.616066035836521,11.632776323736662,6.684115160056373,0.020132876988121603,0.14093013891685122,7.497483390376485,0.314072881014697,0.37044493658143746,0.966378095429837,0.016106301590497283,0.0,1.3368230320112744,0.012079726192872961,0.016106301590497283,0.0,0.004026575397624321,,,,United States,2021-05-23,0.012079726192872961
2021-05-31,14624,50.129923413566736,0.23933260393873085,11.788840262582056,24.425601750547045,0.0,0.12308533916849015,5.668763676148796,0.30087527352297594,0.7453501094091904,0.6222647702407001,0.0,0.0,0.6085886214442013,0.0,0.013676148796498906,0.0,0.0,,,,United States,2021-06-06,0.0
2021-06-14,15560,29.41516709511568,0.051413881748071974,8.946015424164525,54.37017994858612,0.006426735218508997,0.032133676092544985,2.191516709511568,0.28920308483290486,0.7197943444730077,0.15424164524421594,0.0,0.0,0.2442159383033419,0.0,0.006426735218508997,0.006426735218508997,0.0,,,,United States,2021-06-20,0.0
2021-06-28,23138,10.657792376177715,0.04321894718644654,3.6303915636615094,81.92151439190941,0.0,0.008643789437289308,0.8903103120407987,0.224738525369522,0.5661682081424497,0.0561846313423805,0.0,0.0,0.03457515774915723,0.0,0.0,0.004321894718644654,0.0,,,,United States,2021-07-04,0.004321894718644654
2021-07-12,18685,2.8257960931228254,0.016055659620016056,1.477120685041477,93.95236820979396,0.0,0.0,0.13914905004013917,0.04281509232004281,0.6261707251806261,0.0,0.0,0.0,0.010703773080010703,0.0,0.0,0.0,0.0,,,,United States,2021-07-18,0.0
2021-07-26,1676,1.3126491646778042,0.0,1.0739856801909307,96.47971360381862,0.0,0.0,0.11933174224343676,0.0,0.41766109785202865,0.05966587112171838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,United States,2021-08-01,0.0
2020-04-27,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Germany,2020-05-03,
2020-05-11,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0752688172043012,,0.0,0.0,0.0,0.0,,Germany,2020-05-17,
2020-05-25,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4390243902439024,0.0,0.0,,0.0,0.0,0.0,0.0,,Germany,2020-05-31,
2020-06-08,1526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Germany,2020-06-14,
2020-06-22,390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2564102564102564,0.0,0.0,,0.0,0.0,0.0,0.0,,Germany,2020-06-28,
2020-07-06,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Germany,2020-07-12,
2020-07-20,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Germany,2020-07-26,
2020-08-03,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666666,0.0,4.861111111111112,,1.3888888888888888,0.6944444444444444,3.4722222222222223,0.6944444444444444,,Germany,2020-08-09,
2020-08-17,174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.195402298850574,0.0,4.022988505747127,,5.172413793103448,7.471264367816093,5.747126436781609,4.597701149425287,,Germany,2020-08-23,
2020-08-31,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.217391304347826,0.0,3.4782608695652173,,3.4782608695652173,6.956521739130435,2.608695652173913,0.8695652173913043,,Germany,2020-09-06,
2020-09-14,324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.358024691358025,0.0,5.246913580246913,,3.7037037037037033,3.0864197530864197,2.1604938271604937,0.9259259259259258,,Germany,2020-09-20,
2020-09-28,344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.441860465116278,0.0,2.9069767441860463,,2.0348837209302326,6.686046511627906,0.0,0.5813953488372093,,Germany,2020-10-04,
2020-10-12,351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.37891737891738,0.0,10.256410256410255,,6.552706552706552,13.96011396011396,0.0,0.5698005698005698,,Germany,2020-10-18,
2020-10-26,427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.159250585480095,0.0,9.601873536299765,,7.259953161592506,8.430913348946136,0.468384074941452,0.702576112412178,,Germany,2020-11-01,
2020-11-09,537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.160148975791433,0.0,8.007448789571695,,5.400372439478584,10.986964618249534,0.74487895716946,0.0,,Germany,2020-11-15,
2020-11-23,692,0.4335260115606936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.14450867052023,0.0,8.236994219653178,,6.6473988439306355,8.236994219653178,0.0,0.1445086705202312,,Germany,2020-11-29,
2020-12-07,868,0.8064516129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.419354838709676,0.0,8.986175115207374,,7.4884792626728105,14.976958525345621,0.3456221198156682,0.2304147465437788,,Germany,2020-12-13,
2020-12-21,630,3.8095238095238098,0.9523809523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.49206349206349,0.0,12.063492063492063,,6.349206349206349,10.952380952380953,0.0,0.15873015873015872,,Germany,2020-12-27,
2020-12-28,483,1.4492753623188406,0.8281573498964804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.200828157349896,0.0,6.211180124223603,,7.6604554865424435,9.109730848861282,0.0,0.0,,Germany,2021-01-03,
2021-01-11,3030,8.745874587458747,0.759075907590759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066006600660066,0.0,30.56105610561056,0.033003300330033,12.73927392739274,,11.485148514851486,9.207920792079207,0.297029702970297,0.033003300330033,,Germany,2021-01-17,
2021-01-25,6115,18.724448078495502,0.9648405560098119,0.032706459525756335,0.016353229762878167,0.0,0.24529844644317253,0.0,0.032706459525756335,0.0,0.08176614881439084,0.0,31.725265739983648,0.0,10.318887980376125,,7.506132461161079,7.424366312346689,0.016353229762878167,0.0,,Germany,2021-01-31,
2021-02-08,8953,46.43136378867418,1.6530771808332405,0.23455824863174357,0.0,0.0,0.2904054506869206,0.011169440411035406,0.03350832123310622,0.0,0.41326929520831013,0.0,21.858594884396293,0.022338880822070813,5.238467552775606,,3.7976097397520383,4.311403998659667,0.011169440411035406,0.0,,Germany,2021-02-14,
2021-02-22,11409,55.92076430887896,2.2876676308177752,0.2541852923130862,0.0,0.008765010079761592,0.4207204838285564,0.008765010079761592,0.08765010079761591,0.0,0.7099658164606889,0.0,14.856692085195897,0.017530020159523183,4.4526251205188885,,2.6207380138487157,3.225523709352266,0.0,0.008765010079761592,,Germany,2021-02-28,
2021-03-08,14372,78.43723907598107,2.414416921792374,0.22265516281658781,0.006957973838018369,0.006957973838018369,0.6123016977456165,0.0,0.020873921514055108,0.0,0.264403005844698,0.006957973838018369,5.969941553019761,0.0,3.0475925410520457,,0.8627887559142778,1.3985527414416923,0.0,0.0,,Germany,2021-03-14,
2021-03-22,16259,88.49252721569593,2.005043360600283,0.16606187342394982,0.018451319269327755,0.030752198782212928,0.9164155237099453,0.01230087951288517,0.03690263853865551,0.0,0.17836275293683498,0.05535395780798327,2.564733378436558,0.006150439756442585,1.5683621378928596,,0.33212374684789964,0.4797343010025217,0.0,0.0,,Germany,2021-03-28,
2021-04-05,19268,93.21154245380943,1.966991903674486,0.25949761262196386,0.15050861532073906,0.08303923603902845,0.6850736973219846,0.03632966576707494,0.062279427029271334,0.0,0.0,0.041519618019514225,0.840772264895163,0.0,0.2543076603695246,,0.05708947477683205,0.1608885198256176,0.0,0.0,,Germany,2021-04-11,
2021-04-19,19182,94.8441247002398,1.3867167135856533,0.4848295276822021,0.6933583567928266,0.22416849129392136,0.4431237618600771,0.046918986549890525,0.052132207277656134,0.010426441455531227,0.0,0.04170576582212491,0.20852882911062454,0.0,0.08862475237201543,,0.01563966218329684,0.04170576582212491,0.0,0.0,,Germany,2021-04-25,
2021-05-03,15550,92.11575562700965,1.877813504823151,0.7459807073954984,1.9485530546623795,0.13504823151125403,0.7845659163987138,0.07717041800643086,0.06430868167202572,0.012861736334405145,0.0,0.09646302250803858,0.14790996784565916,0.0,0.05144694533762058,,0.006430868167202572,0.006430868167202572,0.0,0.0,,Germany,2021-05-09,
2021-05-17,9725,89.76863753213368,0.8740359897172237,1.5115681233933163,3.9588688946015425,0.10282776349614395,0.46272493573264784,0.010282776349614397,0.2467866323907455,0.04113110539845759,0.030848329048843187,0.030848329048843187,0.061696658097686374,0.020565552699228794,0.0,,0.020565552699228794,0.0,0.0,0.0,,Germany,2021-05-23,
2021-05-31,5296,78.28549848942599,0.6797583081570997,1.7371601208459215,13.727341389728096,0.056646525679758315,0.5664652567975831,0.0377643504531722,0.28323262839879154,0.11329305135951663,0.0,0.056646525679758315,0.09441087613293052,0.0188821752265861,0.056646525679758315,,0.0188821752265861,0.0,0.0,0.0,,Germany,2021-06-06,
2021-06-14,2485,42.414486921529175,0.7243460764587526,2.857142857142857,49.094567404426556,0.04024144869215292,0.482897384305835,0.12072434607645875,0.04024144869215292,0.04024144869215292,0.0,0.2012072434607646,0.0,0.0,0.0,,0.04024144869215292,0.04024144869215292,0.0,0.0,,Germany,2021-06-20,
2021-06-28,2491,13.528703331995182,0.16057808109193095,3.0509835407466883,79.20513849859493,0.04014452027298274,0.12043356081894822,0.0,0.12043356081894822,0.0,0.0,0.0,0.40144520272982737,0.0,0.16057808109193095,,0.12043356081894822,0.04014452027298274,0.0,0.0,,Germany,2021-07-04,
2021-07-12,3640,2.912087912087912,0.054945054945054944,1.565934065934066,94.86263736263736,0.0,0.0,0.0,0.054945054945054944,0.0,0.0,0.054945054945054944,0.027472527472527472,0.0,0.0,,0.0,0.027472527472527472,0.0,0.0,,Germany,2021-07-18,
